episode,podcast,rec_1_episode,rec_1_isCorrect,rec_1_podcast,rec_2_episode,rec_2_isCorrect,rec_2_podcast,rec_3_episode,rec_3_isCorrect,rec_3_podcast,rec_4_episode,rec_4_isCorrect,rec_4_podcast,rec_5_episode,rec_5_isCorrect,rec_5_podcast
Losing Hurts (In Surprising Ways),hidden-brain,120- Be Careful Who You Pretend to Be,,this-american-life,404- Enemy Camp 2010,,this-american-life,499- Taking Names,,this-american-life,157- Secret Life of Daytime,,this-american-life,391- More Is Less,,this-american-life
Lost In Translation: The Power Of Language To Shape How We View The World,hidden-brain,323- The Super,,this-american-life,"67- Your Dream, My Nightmare",,this-american-life,526- Is That What I Look Like?,,this-american-life,30- Obsession,,this-american-life,627- Suitable for Children,,this-american-life
"Magic, Or Math? The Appeal Of Coincidences, And The Reality",hidden-brain,Chapter 2 Transcript,,S-Town,Stroke of Genius: How Derek Amato Became a Musical Savant  ,,hidden-brain,495- Hot In My Backyard,,this-american-life,"Weekly Roundup: Thursday, June 28",,npr-politics-podcast,257- What I Should’ve Said,,this-american-life
"Many NFL Players Make Abysmal Financial Decisions, Research Shows",hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
"Matchmakers Are Happier Than Non-Matchmakers, Research Shows",hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
Mating Rituals: Why Certain Risky Behaviors Can Make You Look Hot,hidden-brain,,,,,,,,,,,,,,,
Maya Shankar: From Juilliard To The White House,hidden-brain,"Trump Vs. The Fed, Or Trump Vs... Trump? ",,the-indicator-from-planet-money,How President Trump's Rhetoric Is Changing The Way Americans Talk,,hidden-brain,#885: Do It For Your Country,,planet-money,539- The Leap,,this-american-life,173- Three Kinds of Deception,,this-american-life
"Me, Me, Me: The Rise Of Narcissism In The Age Of The Selfie",hidden-brain,"Weekly Roundup: Thursday, January 3",,npr-politics-podcast,"Weekly Roundup: Thursday, January 17",,npr-politics-podcast,132- Father’s Day ‘99,,this-american-life,250- The Annoying Gap Between Theory...and Practice,,this-american-life,88- Numbers,,this-american-life
"Me, Myself, and IKEA: What Our Love For Swedish Furniture Says About Narcissism",hidden-brain,35- Fall Clearance Sale,,this-american-life,499- Taking Names,,this-american-life,120- Be Careful Who You Pretend to Be,,this-american-life,141- Invisible Worlds,,this-american-life,404- Enemy Camp 2010,,this-american-life
Military Conflict Decisions: Why Weakness Leads To Aggression,hidden-brain,140- Family Business,,this-american-life,"Weekly Roundup: Thursday, December 21",,npr-politics-podcast,"Weekly Roundup: Thursday, September 15",,npr-politics-podcast,#872: The Halloween Tapes,,planet-money,"Weekly Roundup: Thursday, May 24",,npr-politics-podcast
Minority Aspirants To Federal Bench Are Hindered By Underrating,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
Money May Be Motivating Doctors To Do More C-Sections,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
More Americans Than You Might Think Believe In Conspiracy Theories,hidden-brain,EPISODE 37,,Mable,"51- Animals Die, People Ponder",,this-american-life,501- The View From In Here,,this-american-life,668- The Long Fuse,,this-american-life,"Trying To Change, Or Changing The Subject? How Feedback Gets Derailed",,hidden-brain
More Parental Attention May Give First-Born Kids Advantages,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
"Nature, Nurture And Your Politics",hidden-brain,"Weekly Roundup: Thursday, October 25",,npr-politics-podcast,Why Now? ,,hidden-brain,35- Fall Clearance Sale,,this-american-life,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast
"Near Wins, And Not Quites: How Almost Winning Can Be Motivating",hidden-brain,195- War Stories,,this-american-life,"Weekly Roundup: Thursday, September 6",,npr-politics-podcast,"Weekly Roundup: Thursday, September 7",,npr-politics-podcast,"Monday, October 31",,npr-politics-podcast,"Weekly Roundup: Thursday, September 1 ",,npr-politics-podcast
"Never Go To Vegas, And Other Unspoken Rules Of Being An A-Lister",hidden-brain,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast,35- Fall Clearance Sale,,this-american-life,Why Now? ,,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain,"Weekly Roundup: Thursday, October 25",,npr-politics-podcast
New Research Finds Lonely People Have Superior Social Skills,hidden-brain,EPISODE 32,,Mable,666- The Theme That Shall Not Be Named,,this-american-life,281- My Big Break,,this-american-life,53- Valentine’s Day ‘97,,this-american-life,76- Mob,,this-american-life
New Research Looks At Ways To Help Stop Airbnb Racial Discrimination,hidden-brain,,,,,,,,,,,,,,,
New Study Explores Psychology Of Giving Wedding Gifts,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
Nice Kids Finish First: Study Finds Social Skills Can Predict Future Success,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
"Nostalgia Isn't Just A Fixation On The Past - It Can Be About The Future, Too ",hidden-brain,"Weekly Roundup: Thursday, May 3",,npr-politics-podcast,Janet Yellen's Mystery Story,,the-indicator-from-planet-money,Antitrust 2: The Paradox,,planet-money,Limetown Ep 5 Transcript,,Limetown,Research: Children Of Judges May Influence Court Decisions,,hidden-brain
Not All Online Restaurant Reviews Are Created Equal,hidden-brain,118- What You Lookin’ At?,,this-american-life,Ask Code Switch: School Daze ,,codeswitch,442- Thugs,,this-american-life,220- Testosterone,,this-american-life,Encore: Musicals and Politics,,npr-politics-podcast
"Olympic Victory And Defeat, Frame By Frame",hidden-brain,404- Enemy Camp 2010,,this-american-life,157- Secret Life of Daytime,,this-american-life,391- More Is Less,,this-american-life,120- Be Careful Who You Pretend to Be,,this-american-life,499- Taking Names,,this-american-life
On the Knife's Edge: Using Therapy To Address Violence Among Teens,hidden-brain,323- The Super,,this-american-life,"67- Your Dream, My Nightmare",,this-american-life,526- Is That What I Look Like?,,this-american-life,30- Obsession,,this-american-life,627- Suitable for Children,,this-american-life
"One Head, Two Brains: How The Brain's Hemispheres Shape The World We See",hidden-brain,Parkland Students Bring Gun Debate Front And Center,,npr-politics-podcast,513- 129 Cars,,this-american-life,276- Swing Set,,this-american-life,3D Printing the Future!,,wow-in-the-world,America's Other Anthems,,codeswitch
"Originals: How To Spot One, How To Be One ",hidden-brain,70- Other People's Mail,,this-american-life,"Hungry, Hungry Hippocampus: Why and How We Eat",,hidden-brain,129- Advice,,this-american-life,The House On The Corner,,codeswitch,The Cost To Cast A Ballot,,codeswitch
Our Better Nature: How The Great Outdoors Can Improve Your Life,hidden-brain,245- Allure of the Mean Friend,,this-american-life,"Originals: How To Spot One, How To Be One ",,hidden-brain,You 2.0: The Ostrich Effect,,hidden-brain,"We Shouldn't Stick Our Heads In The Sand, But We Do It Anyway",,hidden-brain,83- One of Us,,this-american-life
"Our Mental Space, Under Attack",hidden-brain,264- Special Treatment,,this-american-life,#829: Rigging The Economy,,planet-money,535- Origin Story 2014,,this-american-life,"Weekly Roundup: Tuesday, November 22",,npr-politics-podcast,607- Didn’t We Solve This One?,,this-american-life
"Pain Before Pleasure Makes The Pleasure Even Better, Study Finds",hidden-brain,656- Let Me Count the Ways,,this-american-life,164- Crime Scene,,this-american-life,653- Crime Scene,,this-american-life,"Weekly Roundup: Thursday, November 30",,npr-politics-podcast,"What Happened? How Pollsters, Pundits And Politics Got It Wrong",,hidden-brain
Parking Behavior May Reflect Economic Drive,hidden-brain,143- Sentencing,,this-american-life,76- Mob,,this-american-life,53- Valentine’s Day ‘97,,this-american-life,281- My Big Break,,this-american-life,666- The Theme That Shall Not Be Named,,this-american-life
Partisan Psychology: Why Do People Choose Political Loyalties Over Facts?,hidden-brain,91- Escape the Box,,this-american-life,"Weekly Roundup: Thursday, May 31",,npr-politics-podcast,"Weekly Roundup: Thursday, October 12",,npr-politics-podcast,334- Duty Calls,,this-american-life,"Weekly Roundup: Thursday, July 27 ",,npr-politics-podcast
Pavlovian Conditioning And Marriage,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
Peer Pressure May Not Work The Way We Think It Does,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
People Like People Who Ask Questions,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
Police Shootings: How A Culture Of Racism Can Infect Us All,hidden-brain,612- Ask a Grown-Up,,this-american-life,634- Human Error in Volatile Situations,,this-american-life,"603- Once More, With Feeling",,this-american-life,617- Fermi’s Paradox,,this-american-life,601- Master of Her Domain… Name,,this-american-life
Political Map: Does Geography Shape Your Ideology?,hidden-brain,140- Family Business,,this-american-life,"Weekly Roundup: Thursday, December 21",,npr-politics-podcast,"Weekly Roundup: Thursday, September 15",,npr-politics-podcast,#872: The Halloween Tapes,,planet-money,"Weekly Roundup: Thursday, May 24",,npr-politics-podcast
Political Negotiations Also Shaped By Human Psychology,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
Power (Dis)Play? Teams In Black Draw More Penalties,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,"Weekly Roundup: Thursday, June 14",,npr-politics-podcast,121- Twentieth Century Man,,this-american-life,"Weekly Roundup: Thursday, August 17",,npr-politics-podcast,"Sunday, November 6",,npr-politics-podcast
Power May Increase Promiscuity,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
"Powerful Storms Make For Compelling Stories, But Can Cause Mental Health Stress",hidden-brain,200- Hearts and Minds,,this-american-life,141- Invisible Worlds,,this-american-life,499- Taking Names,,this-american-life,"'Man Up': How A Fear Of Appearing Feminine Restricts Men, And Affects Us All",,hidden-brain,120- Be Careful Who You Pretend to Be,,this-american-life
Predictably Unpredictable: Why We Don't Act Like We Should,hidden-brain,Radio Replay: This Is Your Brain On Ads,,hidden-brain,"Weekly Roundup: Thursday, August 23",,npr-politics-podcast,Trump Stories: Collusion,,embedded,#798: Bad Credit Bureau,,planet-money,"Weekly Roundup: Thursday, January 11",,npr-politics-podcast
Prisons of Our Own Making,hidden-brain,When Personalization Leads To Discrimination On AirBnB,,hidden-brain,Researchers Explore The Struggle Of Recognizing Faces,,hidden-brain,Corn Your Toes And Blast-Off To The Moon!,,wow-in-the-world,Episode 3,,Mogul The Life and Death of Chris Lighty,The Cheater's High And Other Reasons We Cheat,,hidden-brain
Promoting Partisan Divide May Up Candidates' Donations,hidden-brain,514- Thought That Counts,,this-american-life,518- Except For That One Thing,,this-american-life,2- Small Scale Sin,,this-american-life,50- Shoulda Been Dead,,this-american-life,203- Recordings for Someone,,this-american-life
Put Away The Bell Curve: Most Of Us Aren't 'Average',hidden-brain,248- Like It or Not,,this-american-life,237- Regime Change,,this-american-life,Spoiler Alert! The Psychology Of Surprise Endings ,,hidden-brain,26- Father's Day '96,,this-american-life,The Carpenter Vs. The Gardener: Two Models Of Modern Parenting,,hidden-brain
Radio Replay: Fresh Starts ,hidden-brain,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,323- The Super,,this-american-life,"67- Your Dream, My Nightmare",,this-american-life,526- Is That What I Look Like?,,this-american-life,"Trump Vs. The Fed, Or Trump Vs... Trump? ",,the-indicator-from-planet-money
